label,text
Legitimate,"Hey, Your package has been delivered to your front porch. Have a great day! Thank you."
Legitimate,"Hey, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now."
Scam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Thank you."
Scam,"Hello, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 4380"
Legitimate,Hi! Let's reschedule the coffee chat to Friday if that works better for you.
Legitimate,"Urgent: Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
Scam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 8358
Legitimate,The meeting has been moved to room 302 due to technical issues in the main hall. Code: 2549
Legitimate,Warning: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now.
Scam,Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 9140
Scam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Code: 4083"
Scam,"Hey, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid"
Scam,Urgent: Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid
Scam,Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Visit now.
Legitimate,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Code: 8002"
Scam,"Hello, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Code: 3961"
Legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Click details.
Legitimate,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Thank you.
Legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Code: 8183
Legitimate,"Hey, Yes, I can help you move your couch this weekend. Just let me know the time. Code: 8260"
Scam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
Legitimate,Urgent: Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP.
Legitimate,"Hey, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Code: 3542"
Scam,Warning: Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Reply ASAP.
Legitimate,Hi! Your package has been delivered to your front porch. Have a great day! Visit now.
Legitimate,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details."
Scam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
Legitimate,"Dear, Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
Scam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
Legitimate,"Urgent: Hey buddy, happy birthday! Hope you have an amazing day!"
Legitimate,"Hello, Yes, I can help you move your couch this weekend. Just let me know the time."
Legitimate,Warning: Hey! Don't forget we have band practice tonight at 7. Click details.
Scam,"Hey, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
Legitimate,"Urgent: The weather is lovely today, we should go for a walk in the evening. Visit now."
Legitimate,"Hi! Hey, are we still meeting for lunch today at 12:30? Click details."
Legitimate,Urgent: Thanks for the update. I'll review it and get back to you shortly. Thank you.
Scam,Urgent: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
Legitimate,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated.
Legitimate,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated."
Legitimate,"Hey, are we still meeting for lunch today at 12:30? Reply ASAP."
Legitimate,"Dear, Hey! Don't forget we have band practice tonight at 7. Visit now."
Legitimate,Thanks for the update. I'll review it and get back to you shortly. Reply ASAP.
Legitimate,"Dear, The weather is lovely today, we should go for a walk in the evening. Code: 9373"
Scam,"Hello, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Click details."
Legitimate,"Hello, Please find attached the receipt for your recent purchase at the grocery store. Click details."
Legitimate,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Click details."
Scam,Hi! Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
Legitimate,"Hi Mom, just calling to say I love you and check how you are doing. Visit now."
Legitimate,"Dear, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
Legitimate,"Hey, Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP."
Scam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 3329"
Scam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details.
Scam,URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
Legitimate,"Urgent: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
Scam,Warning: URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
Legitimate,Urgent: Can you pick up some milk and eggs on your way back from work? Code: 9257
Scam,"Dear, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Code: 8716"
Scam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Reply ASAP."
Legitimate,"Hi! Yes, I can help you move your couch this weekend. Just let me know the time."
Legitimate,Warning: Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
Legitimate,"Hey, Your package has been delivered to your front porch. Have a great day! Visit now."
Scam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 8191
Legitimate,Hi! Are you free for a quick call to review the design designs? Code: 3789
Scam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 6102"
Legitimate,Hi! Your package has been delivered to your front porch. Have a great day!
Scam,"Hello, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details."
Scam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 6211"
Legitimate,"Warning: The weather is lovely today, we should go for a walk in the evening. Click details."
Legitimate,"Warning: The weather is lovely today, we should go for a walk in the evening. Visit now."
Legitimate,Warning: Your package has been delivered to your front porch. Have a great day! Click details.
Scam,Urgent: Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Visit now.
Legitimate,Please find attached the receipt for your recent purchase at the grocery store. Code: 7560
Scam,Urgent: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Thank you.
Legitimate,"Hey, Your package has been delivered to your front porch. Have a great day!"
Scam,"Hello, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now."
Legitimate,"Urgent: The weather is lovely today, we should go for a walk in the evening."
Scam,"Hey, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz"
Legitimate,Warning: Can you pick up some milk and eggs on your way back from work?
Scam,Urgent: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 8005
Legitimate,Your subscription payment was processed successfully. Thank you for your business. Code: 4942
Legitimate,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated. Thank you."
Legitimate,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP."
Legitimate,Your subscription payment was processed successfully. Thank you for your business. Visit now.
Scam,Hi! Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Click details.
Scam,"Hello, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Visit now."
Scam,Hi! URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP.
Legitimate,Urgent: Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP.
Legitimate,Let's reschedule the coffee chat to Friday if that works better for you. Visit now.
Scam,"Hey, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Click details."
Scam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz
Scam,"Dear, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP."
Scam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 2759
Legitimate,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP."
Scam,Warning: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP.
Legitimate,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
Scam,Urgent: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Visit now.
Legitimate,Hi! Let's reschedule the coffee chat to Friday if that works better for you. Code: 7809
Scam,"Hello, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Visit now."
Scam,"Dear, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Visit now."
Scam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP.
Scam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club"
Scam,"Hello, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 6343"
Legitimate,"Hello, Your package has been delivered to your front porch. Have a great day! Visit now."
Scam,Warning: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Reply ASAP.
Legitimate,"Warning: The weather is lovely today, we should go for a walk in the evening."
Legitimate,Warning: Your subscription payment was processed successfully. Thank you for your business. Reply ASAP.
Legitimate,"Dear, Can you please send me the report by the end of the day? Thanks. Visit now."
Scam,"Hello, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Reply ASAP."
Scam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 9274"
Legitimate,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall. Code: 3139"
Scam,Urgent: FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Thank you.
Scam,Warning: You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 3358
Scam,"Hello, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
Scam,URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Thank you.
Legitimate,Warning: I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
Legitimate,Urgent: Can you pick up some milk and eggs on your way back from work? Thank you.
Legitimate,Hi! I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
Legitimate,Your package has been delivered to your front porch. Have a great day! Reply ASAP.
Scam,"Hey, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
Scam,Hi! URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
Scam,Hi! Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Thank you.
Scam,"Hey, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Code: 8518"
Scam,Hi! Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz
Legitimate,"Hello, Just wanted to follow up on our discussion yesterday. Let me know when you're free."
Scam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Reply ASAP."
Legitimate,"Dear, Thanks for the update. I'll review it and get back to you shortly. Thank you."
Scam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Reply ASAP."
Legitimate,Just wanted to follow up on our discussion yesterday. Let me know when you're free. Reply ASAP.
Legitimate,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Visit now.
Scam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 1231
Legitimate,Are you free for a quick call to review the design designs? Thank you.
Legitimate,Thanks for the update. I'll review it and get back to you shortly. Visit now.
Legitimate,Hi! Please find attached the receipt for your recent purchase at the grocery store. Visit now.
Legitimate,Let's reschedule the coffee chat to Friday if that works better for you. Thank you.
Legitimate,"Hello, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
Scam,Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Reply ASAP.
Scam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Thank you.
Legitimate,"Dear, The meeting has been moved to room 302 due to technical issues in the main hall. Thank you."
Scam,Warning: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 1177
Scam,Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Thank you.
Scam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Visit now."
Scam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
Legitimate,"Dear, Yes, I can help you move your couch this weekend. Just let me know the time. Visit now."
Legitimate,"Hey, Can you please send me the report by the end of the day? Thanks. Visit now."
Scam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Code: 1967
Legitimate,"Hey, Can you please send me the report by the end of the day? Thanks. Thank you."
Scam,Warning: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 1358
Legitimate,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated. Code: 7754
Scam,Warning: You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 4857
Scam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 8311"
Legitimate,"Hello, Your package has been delivered to your front porch. Have a great day! Thank you."
Scam,Hi! URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
Legitimate,"Hi! Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Code: 8113"
Legitimate,Warning: Thanks for the update. I'll review it and get back to you shortly.
Legitimate,"Hey, Can you please send me the report by the end of the day? Thanks. Click details."
Scam,"Dear, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Visit now."
Legitimate,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Code: 3289"
Legitimate,Hi! Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now.
Legitimate,"Dear, I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details."
Legitimate,"Hello, Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
Scam,Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
Legitimate,"Warning: Hi team, here is the agenda for tomorrow's weekly sync meeting. Visit now."
Legitimate,Warning: Thanks for the update. I'll review it and get back to you shortly. Click details.
Scam,Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Click details.
Legitimate,"Urgent: Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
Scam,Warning: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com
Legitimate,"Hey, Can you pick up some milk and eggs on your way back from work? Code: 9278"
Legitimate,Urgent: Can you please send me the report by the end of the day? Thanks.
Scam,Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Reply ASAP.
Legitimate,Hi! Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
Legitimate,Can you please send me the report by the end of the day? Thanks. Reply ASAP.
Legitimate,Hi! Please find attached the receipt for your recent purchase at the grocery store. Thank you.
Legitimate,"Hello, Your subscription payment was processed successfully. Thank you for your business. Thank you."
Legitimate,Hi! Hey! Don't forget we have band practice tonight at 7.
Legitimate,"Hi! The weather is lovely today, we should go for a walk in the evening."
Scam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Visit now.
Legitimate,"Hey, Yes, I can help you move your couch this weekend. Just let me know the time. Reply ASAP."
Scam,"Dear, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz"
Legitimate,"Dear, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Thank you."
Legitimate,Hi! Please find attached the receipt for your recent purchase at the grocery store. Click details.
Scam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Thank you.
Legitimate,"Hi! Yes, I can help you move your couch this weekend. Just let me know the time. Code: 3020"
Legitimate,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall."
Legitimate,"Hello, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Code: 9980"
Legitimate,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details."
Legitimate,Urgent: Your subscription payment was processed successfully. Thank you for your business.
Scam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP."
Legitimate,The meeting has been moved to room 302 due to technical issues in the main hall. Code: 6637
Legitimate,Warning: Thanks for the update. I'll review it and get back to you shortly. Visit now.
Legitimate,"Yes, I can help you move your couch this weekend. Just let me know the time. Thank you."
Legitimate,Hi! Your dentist appointment is confirmed for Tuesday at 10:00 AM. Visit now.
Legitimate,"Hi! The weather is lovely today, we should go for a walk in the evening. Reply ASAP."
Legitimate,"Warning: Hey buddy, happy birthday! Hope you have an amazing day! Reply ASAP."
Legitimate,"Dear, Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
Legitimate,"Dear, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP."
Legitimate,"Hey, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Visit now."
Legitimate,Hi! Let's reschedule the coffee chat to Friday if that works better for you. Code: 7183
Legitimate,"Hey, Your subscription payment was processed successfully. Thank you for your business. Click details."
Scam,Warning: URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Click details.
Legitimate,Urgent: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now.
Legitimate,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Code: 2894"
Scam,Hi! CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Thank you.
Scam,"Hey, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Thank you."
