label,text
spam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Click details."
ham,"Urgent: Hi Mom, just calling to say I love you and check how you are doing. Reply ASAP."
spam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info"
ham,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Code: 1347"
spam,"Hello, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Thank you."
spam,Warning: FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details.
ham,Warning: Thanks for the update. I'll review it and get back to you shortly. Reply ASAP.
ham,Can you please send me the report by the end of the day? Thanks. Visit now.
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Click details."
ham,Your dentist appointment is confirmed for Tuesday at 10:00 AM. Thank you.
ham,"Dear, Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Click details."
ham,Warning: Are you free for a quick call to review the design designs? Thank you.
spam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Thank you.
spam,Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP.
ham,"Warning: Hi team, here is the agenda for tomorrow's weekly sync meeting. Thank you."
spam,Urgent: URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Click details.
spam,Hi! Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Thank you.
spam,"Hello, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP."
ham,"Urgent: Yes, I can help you move your couch this weekend. Just let me know the time. Reply ASAP."
spam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now."
spam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
spam,"Hey, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply."
spam,Hi! URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Code: 8464
spam,Warning: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Click details.
spam,Urgent: FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply.
ham,"The weather is lovely today, we should go for a walk in the evening."
ham,"Warning: Yes, I can help you move your couch this weekend. Just let me know the time. Code: 1447"
ham,Can you pick up some milk and eggs on your way back from work? Visit now.
spam,Urgent: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz
ham,"Hey, Hey, are we still meeting for lunch today at 12:30? Reply ASAP."
spam,Hi! Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Reply ASAP.
spam,Urgent: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com
spam,Urgent: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
spam,"Hey, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Reply ASAP."
spam,"Hey, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz"
spam,Urgent: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Thank you.
ham,Warning: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Reply ASAP.
ham,"Hi Mom, just calling to say I love you and check how you are doing."
spam,"Dear, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Code: 8166"
spam,Warning: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
ham,Urgent: Let's reschedule the coffee chat to Friday if that works better for you. Click details.
spam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Code: 1857"
ham,Warning: The meeting has been moved to room 302 due to technical issues in the main hall.
ham,Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP.
spam,URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Code: 9958
spam,You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Thank you.
spam,"Hello, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Thank you."
spam,"Hey, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Code: 7837"
ham,"Hey buddy, happy birthday! Hope you have an amazing day!"
spam,"Dear, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM."
ham,"Hey, Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
ham,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall. Visit now."
ham,"Hey, Hi team, here is the agenda for tomorrow's weekly sync meeting. Click details."
ham,"Hey, Your package has been delivered to your front porch. Have a great day! Thank you."
spam,Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP.
ham,"Hey, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now."
spam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Thank you."
spam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Thank you.
spam,"Hello, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 4380"
ham,Hi! Let's reschedule the coffee chat to Friday if that works better for you.
ham,"Urgent: Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
spam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 8358
ham,The meeting has been moved to room 302 due to technical issues in the main hall. Code: 2549
ham,Warning: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now.
spam,Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 9140
spam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Code: 4083"
spam,"Hey, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid"
spam,Urgent: Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid
spam,Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Visit now.
ham,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Code: 8002"
spam,"Hello, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Code: 3961"
ham,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Click details.
ham,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Thank you.
ham,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Code: 8183
ham,"Hey, Yes, I can help you move your couch this weekend. Just let me know the time. Code: 8260"
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
ham,Urgent: Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP.
ham,"Hey, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Code: 3542"
spam,Warning: Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Reply ASAP.
ham,Hi! Your package has been delivered to your front porch. Have a great day! Visit now.
ham,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details."
spam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
ham,"Dear, Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
spam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
ham,"Urgent: Hey buddy, happy birthday! Hope you have an amazing day!"
ham,"Hello, Yes, I can help you move your couch this weekend. Just let me know the time."
spam,"Hello, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Thank you."
ham,Warning: Hey! Don't forget we have band practice tonight at 7. Click details.
spam,"Hey, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
ham,"Urgent: The weather is lovely today, we should go for a walk in the evening. Visit now."
ham,"Hi! Hey, are we still meeting for lunch today at 12:30? Click details."
ham,Urgent: Thanks for the update. I'll review it and get back to you shortly. Thank you.
spam,Urgent: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
spam,Warning: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Click details.
ham,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated.
spam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info"
ham,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated."
ham,"Hey, are we still meeting for lunch today at 12:30? Reply ASAP."
ham,"Dear, Hey! Don't forget we have band practice tonight at 7. Visit now."
ham,Thanks for the update. I'll review it and get back to you shortly. Reply ASAP.
ham,"Dear, The weather is lovely today, we should go for a walk in the evening. Code: 9373"
spam,"Hello, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Click details."
ham,"Hello, Please find attached the receipt for your recent purchase at the grocery store. Click details."
ham,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Click details."
spam,Hi! Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
ham,"Hi Mom, just calling to say I love you and check how you are doing. Visit now."
ham,"Dear, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
ham,"Hey, Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP."
spam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 3329"
spam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details.
spam,URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
ham,"Urgent: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
spam,Warning: URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
ham,Urgent: Can you pick up some milk and eggs on your way back from work? Code: 9257
spam,"Dear, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Code: 8716"
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Reply ASAP."
ham,"Hi! Yes, I can help you move your couch this weekend. Just let me know the time."
ham,Warning: Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
ham,"Hey, Your package has been delivered to your front porch. Have a great day! Visit now."
spam,Urgent: Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 8191
ham,Hi! Are you free for a quick call to review the design designs? Code: 3789
spam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 6102"
ham,Hi! Your package has been delivered to your front porch. Have a great day!
ham,"The weather is lovely today, we should go for a walk in the evening."
spam,"Hello, FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details."
spam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 6211"
ham,"Warning: The weather is lovely today, we should go for a walk in the evening. Click details."
ham,"Warning: The weather is lovely today, we should go for a walk in the evening. Visit now."
ham,Warning: Your package has been delivered to your front porch. Have a great day! Click details.
spam,Urgent: Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Visit now.
ham,Please find attached the receipt for your recent purchase at the grocery store. Code: 7560
spam,Urgent: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Thank you.
ham,"Hey, Your package has been delivered to your front porch. Have a great day!"
spam,"Hello, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now."
ham,"Urgent: The weather is lovely today, we should go for a walk in the evening."
spam,"Hey, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz"
spam,Urgent: Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Visit now.
ham,Warning: Can you pick up some milk and eggs on your way back from work?
spam,Urgent: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 8005
ham,Your subscription payment was processed successfully. Thank you for your business. Code: 4942
ham,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated. Thank you."
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Click details."
ham,"Hello, I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP."
ham,Your subscription payment was processed successfully. Thank you for your business. Visit now.
spam,Hi! Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Click details.
spam,"Hello, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Visit now."
spam,Hi! URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP.
ham,Urgent: Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP.
ham,Let's reschedule the coffee chat to Friday if that works better for you. Visit now.
spam,"Hey, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Click details."
spam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz
spam,"Dear, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP."
spam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 2759
spam,Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid
ham,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP."
spam,Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info
spam,Warning: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Reply ASAP.
ham,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
spam,Urgent: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Visit now.
ham,Hi! Let's reschedule the coffee chat to Friday if that works better for you. Code: 7809
spam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
spam,"Hello, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Visit now."
spam,"Dear, URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Visit now."
spam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Reply ASAP.
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club"
spam,"Hello, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Code: 6343"
ham,"Hello, Your package has been delivered to your front porch. Have a great day! Visit now."
spam,Warning: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Reply ASAP.
ham,"Warning: The weather is lovely today, we should go for a walk in the evening."
ham,Warning: Your subscription payment was processed successfully. Thank you for your business. Reply ASAP.
ham,"Dear, Can you please send me the report by the end of the day? Thanks. Visit now."
spam,"Hello, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now."
spam,"Hello, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Reply ASAP."
spam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 9274"
ham,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall. Code: 3139"
spam,"Hey, Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info"
spam,Urgent: FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Thank you.
spam,Warning: You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 3358
spam,"Hello, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
spam,URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Thank you.
ham,Warning: I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
ham,Urgent: Can you pick up some milk and eggs on your way back from work? Thank you.
ham,Hi! I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
ham,Your package has been delivered to your front porch. Have a great day! Reply ASAP.
spam,"Hey, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
spam,Hi! URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
ham,Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP.
spam,"Dear, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
spam,Hi! Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Thank you.
spam,"Hey, Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Code: 8518"
spam,Warning: URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Visit now.
spam,"Hello, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz"
spam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply.
spam,Hi! Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz
ham,"Hello, Just wanted to follow up on our discussion yesterday. Let me know when you're free."
spam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Reply ASAP."
ham,Are you free for a quick call to review the design designs?
spam,Hi! Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz
ham,"Dear, Thanks for the update. I'll review it and get back to you shortly. Thank you."
spam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Reply ASAP."
ham,Just wanted to follow up on our discussion yesterday. Let me know when you're free. Reply ASAP.
ham,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Visit now.
spam,Hi! FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Click details.
spam,Urgent: CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Code: 1231
spam,"Hey, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Visit now."
ham,Are you free for a quick call to review the design designs? Thank you.
spam,"Hey, URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top"
ham,Thanks for the update. I'll review it and get back to you shortly. Visit now.
ham,Hi! Please find attached the receipt for your recent purchase at the grocery store. Visit now.
ham,Let's reschedule the coffee chat to Friday if that works better for you. Thank you.
ham,"Hello, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
spam,Private Msg: We are trying to contact you regarding your unclaimed PPI compensation of £3000. Reply CLAIM. Reply ASAP.
spam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top Thank you.
ham,"Dear, The meeting has been moved to room 302 due to technical issues in the main hall. Thank you."
spam,Warning: Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Code: 1177
spam,Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Thank you.
spam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Visit now."
spam,URGENT: Your mobile account has outstanding charges. Pay now to avoid suspension: http://pay-fees.top
spam,"Dear, CONGRATULATIONS! You have won a free $1000 Walmart gift card! Claim your prize now at http://win-walmart.xyz Visit now."
ham,"Dear, Yes, I can help you move your couch this weekend. Just let me know the time. Visit now."
ham,"Hey, Can you please send me the report by the end of the day? Thanks. Visit now."
spam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Code: 1967
ham,"Hey, Can you please send me the report by the end of the day? Thanks. Thank you."
ham,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
spam,Warning: Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Code: 1358
ham,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated. Code: 7754
ham,"Hello, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
spam,Warning: You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 4857
spam,"Hello, You have been selected for a work from home job! Earn $500/day. Apply now at http://job-offers.club Code: 8311"
ham,"Hello, Your package has been delivered to your front porch. Have a great day! Thank you."
spam,Hi! URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com Reply ASAP.
ham,"Hi Mom, just calling to say I love you and check how you are doing."
ham,"Hi! Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Code: 8113"
ham,Warning: Thanks for the update. I'll review it and get back to you shortly.
ham,"Hey, Can you please send me the report by the end of the day? Thanks. Click details."
spam,"Dear, Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Visit now."
ham,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Code: 3289"
ham,Hi! Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now.
ham,"Dear, I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details."
ham,"Hello, Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
spam,Your package could not be delivered due to an incomplete address. Update here: http://post-office-redelivery.info Visit now.
ham,"Warning: Hi team, here is the agenda for tomorrow's weekly sync meeting. Visit now."
ham,Warning: Thanks for the update. I'll review it and get back to you shortly. Click details.
spam,Your bank account has been locked due to suspicious login. Verify identity here: http://secure-bank-login.xyz Click details.
ham,"Urgent: Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
spam,Warning: URGENT: Standard Chartered Alert! Unusual activity detected. Verify your details now: http://sc-safe.com
ham,"Hey, Can you pick up some milk and eggs on your way back from work? Code: 9278"
ham,Urgent: Can you please send me the report by the end of the day? Thanks.
spam,Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Reply ASAP.
ham,Hi! Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
ham,Can you please send me the report by the end of the day? Thanks. Reply ASAP.
spam,"Dear, Loan approved! Get up to $5000 in your bank account today. No credit check! Click http://cash-advance.bid Reply ASAP."
ham,Hi! Please find attached the receipt for your recent purchase at the grocery store. Thank you.
ham,"Hello, Your subscription payment was processed successfully. Thank you for your business. Thank you."
ham,Hi! Hey! Don't forget we have band practice tonight at 7.
ham,"Hi! The weather is lovely today, we should go for a walk in the evening."
spam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Visit now.
ham,"Hey, Yes, I can help you move your couch this weekend. Just let me know the time. Reply ASAP."
spam,"Dear, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz"
ham,"Dear, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Thank you."
spam,"Hello, Dating Alert: 1 new message from Sarah! She is nearby. View her profile here: http://sarah-chat.xyz Reply ASAP."
ham,Hi! Please find attached the receipt for your recent purchase at the grocery store. Click details.
spam,FREE ENTRY! Text WIN to 80090 to enter our weekly cash draw and win £5000! T&C apply. Thank you.
ham,"Hi! Yes, I can help you move your couch this weekend. Just let me know the time. Code: 3020"
ham,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall."
