label,text
phishing,"Warning: Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Thank you."
phishing,Urgent: Urgent Action Required - Document Shared with You. Your manager shared an urgent invoice via OneDrive. Please log in to view the document: http://onedrive-secure-view.tk/login Click details.
legitimate,Urgent: Thanks for the update. I'll review it and get back to you shortly. Reply ASAP.
phishing,"Hey, Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Thank you."
phishing,"Hello, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Code: 8546"
phishing,"Hello, Coinbase Security Notification. A withdrawal of 0.45 BTC has been initiated. If you did not request this, cancel the transaction immediately: http://coinbase-transaction-cancel.com Click details."
phishing,"Dear, Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php"
legitimate,Warning: Please find attached the receipt for your recent purchase at the grocery store. Click details.
legitimate,Urgent: The meeting has been moved to room 302 due to technical issues in the main hall. Click details.
phishing,"Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Reply ASAP."
phishing,"Hello, Facebook Security Department. Your account has been reported for violating terms of service. Verify your identity within 48 hours or your account will be permanently disabled: http://facebook-verify-account.tk Visit now."
phishing,"Hey, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Click details."
phishing,"Urgent: Coinbase Security Notification. A withdrawal of 0.45 BTC has been initiated. If you did not request this, cancel the transaction immediately: http://coinbase-transaction-cancel.com Visit now."
phishing,"Hey, Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info"
phishing,"Hello, Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Click details."
legitimate,"Dear, Please find attached the receipt for your recent purchase at the grocery store."
phishing,Hi! Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net
legitimate,"Urgent: Hi, I noticed a typo on slide 5 of the presentation, can you fix it?"
legitimate,Your package has been delivered to your front porch. Have a great day! Thank you.
legitimate,"Hello, Hey buddy, happy birthday! Hope you have an amazing day! Reply ASAP."
legitimate,"Hello, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now."
phishing,Hi! Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info
legitimate,Your subscription payment was processed successfully. Thank you for your business. Visit now.
legitimate,"Hi! Hi team, here is the agenda for tomorrow's weekly sync meeting. Visit now."
phishing,"Hi! Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security Reply ASAP."
legitimate,"Hello, Your subscription payment was processed successfully. Thank you for your business."
phishing,"Hello, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login"
legitimate,"Hey buddy, happy birthday! Hope you have an amazing day! Visit now."
legitimate,Hey! Don't forget we have band practice tonight at 7. Code: 4193
phishing,"Warning: Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Code: 1840"
legitimate,Hi! Thanks for the update. I'll review it and get back to you shortly. Reply ASAP.
legitimate,"Urgent: Yes, I can help you move your couch this weekend. Just let me know the time. Code: 9227"
phishing,Hi! Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info
phishing,"Warning: Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security Thank you."
legitimate,"Dear, The weather is lovely today, we should go for a walk in the evening."
legitimate,Can you please send me the report by the end of the day? Thanks.
phishing,"Hello, Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login"
legitimate,"Hello, Please find attached the receipt for your recent purchase at the grocery store. Thank you."
legitimate,Urgent: Thanks for the update. I'll review it and get back to you shortly. Click details.
legitimate,"Hello, Hey buddy, happy birthday! Hope you have an amazing day! Thank you."
legitimate,"Urgent: The weather is lovely today, we should go for a walk in the evening. Thank you."
legitimate,Warning: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Reply ASAP.
legitimate,Hey! Don't forget we have band practice tonight at 7. Visit now.
phishing,"Hello, Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Thank you."
legitimate,"Warning: The weather is lovely today, we should go for a walk in the evening. Click details."
phishing,Warning: Facebook Security Department. Your account has been reported for violating terms of service. Verify your identity within 48 hours or your account will be permanently disabled: http://facebook-verify-account.tk Reply ASAP.
legitimate,"Hi! The weather is lovely today, we should go for a walk in the evening. Visit now."
legitimate,"Hey, Hi team, here is the agenda for tomorrow's weekly sync meeting. Thank you."
phishing,"Hi! Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php Code: 6205"
legitimate,Hi! Let's reschedule the coffee chat to Friday if that works better for you. Code: 7314
phishing,Urgent: Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net
legitimate,Warning: Just wanted to follow up on our discussion yesterday. Let me know when you're free. Reply ASAP.
phishing,"Warning: Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security Click details."
phishing,"Hey, Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security Click details."
legitimate,"Hey, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Visit now."
legitimate,"Hello, Your package has been delivered to your front porch. Have a great day! Visit now."
legitimate,"Hey, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Visit now."
legitimate,"Dear, Are you free for a quick call to review the design designs? Visit now."
phishing,"Hello, Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net"
phishing,"Dear, Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php Code: 2143"
phishing,Urgent: Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Reply ASAP.
phishing,"Hi! Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php"
legitimate,"Hey, Hey! Don't forget we have band practice tonight at 7. Code: 4745"
phishing,"Hi! Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Visit now."
legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Visit now.
phishing,"Hello, Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Code: 3337"
legitimate,Warning: Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
legitimate,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Visit now.
phishing,"Hello, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Reply ASAP."
phishing,Urgent: Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net Visit now.
phishing,Hi! Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net Click details.
phishing,"Hello, Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Reply ASAP."
phishing,"Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Reply ASAP."
legitimate,"Hello, Thanks for the update. I'll review it and get back to you shortly. Reply ASAP."
legitimate,Warning: Are you free for a quick call to review the design designs? Reply ASAP.
legitimate,Your subscription payment was processed successfully. Thank you for your business. Thank you.
legitimate,Hi! Your package has been delivered to your front porch. Have a great day! Thank you.
legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Code: 4289
phishing,Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net
legitimate,"Dear, Hi Mom, just calling to say I love you and check how you are doing. Thank you."
legitimate,"Hi! Hi Mom, just calling to say I love you and check how you are doing."
legitimate,"Urgent: Yes, I can help you move your couch this weekend. Just let me know the time. Code: 9464"
legitimate,"Hey, Hey buddy, happy birthday! Hope you have an amazing day! Thank you."
legitimate,Hi! The meeting has been moved to room 302 due to technical issues in the main hall. Thank you.
phishing,"Urgent: Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security Code: 8443"
phishing,"Dear, Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Click details."
legitimate,"Warning: Hey buddy, happy birthday! Hope you have an amazing day! Thank you."
legitimate,Urgent: Are you free for a quick call to review the design designs? Reply ASAP.
phishing,"Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php"
legitimate,"Hello, Please find attached the receipt for your recent purchase at the grocery store. Visit now."
legitimate,"Dear, Your subscription payment was processed successfully. Thank you for your business."
legitimate,"Hello, The weather is lovely today, we should go for a walk in the evening. Click details."
legitimate,Hi! Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP.
legitimate,"Warning: Yes, I can help you move your couch this weekend. Just let me know the time. Click details."
phishing,Hi! Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Click details.
legitimate,"Hello, Hey! Don't forget we have band practice tonight at 7."
legitimate,Warning: Please find attached the receipt for your recent purchase at the grocery store. Reply ASAP.
phishing,"Hello, Urgent Action Required - Document Shared with You. Your manager shared an urgent invoice via OneDrive. Please log in to view the document: http://onedrive-secure-view.tk/login Click details."
phishing,Urgent: Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net Code: 1134
legitimate,"Dear, Thanks for the update. I'll review it and get back to you shortly. Visit now."
legitimate,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall. Reply ASAP."
legitimate,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
phishing,"Urgent: Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Thank you."
legitimate,Hi! Can you please send me the report by the end of the day? Thanks. Reply ASAP.
legitimate,"Dear, The meeting has been moved to room 302 due to technical issues in the main hall. Reply ASAP."
phishing,Warning: Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Code: 8470
phishing,"Hello, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Visit now."
legitimate,"Urgent: Yes, I can help you move your couch this weekend. Just let me know the time. Reply ASAP."
legitimate,"Dear, Your subscription payment was processed successfully. Thank you for your business."
phishing,"Urgent: Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Reply ASAP."
phishing,"Urgent: Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Click details."
legitimate,Warning: Your package has been delivered to your front porch. Have a great day!
phishing,Warning: Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Click details.
phishing,"Warning: Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Visit now."
legitimate,Can you pick up some milk and eggs on your way back from work? Reply ASAP.
phishing,"Hi! Coinbase Security Notification. A withdrawal of 0.45 BTC has been initiated. If you did not request this, cancel the transaction immediately: http://coinbase-transaction-cancel.com Reply ASAP."
phishing,"Warning: Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php Code: 4111"
phishing,"Urgent: Dear Microsoft User, Your Office365 password will expire in 24 hours. Keep your current password by verifying your login details here: http://secure-signin-microsoft.info/login.php Click details."
legitimate,Urgent: Can you please send me the report by the end of the day? Thanks.
legitimate,"Urgent: The weather is lovely today, we should go for a walk in the evening. Click details."
phishing,"Dear, Urgent Action Required - Document Shared with You. Your manager shared an urgent invoice via OneDrive. Please log in to view the document: http://onedrive-secure-view.tk/login Code: 3269"
legitimate,Your dentist appointment is confirmed for Tuesday at 10:00 AM. Code: 8845
phishing,"Hey, Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth"
legitimate,"Hello, Your package has been delivered to your front porch. Have a great day! Code: 3694"
phishing,Urgent: Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net
legitimate,"Hello, Your package has been delivered to your front porch. Have a great day! Code: 3562"
phishing,"Hi! Coinbase Security Notification. A withdrawal of 0.45 BTC has been initiated. If you did not request this, cancel the transaction immediately: http://coinbase-transaction-cancel.com Click details."
legitimate,"Hey, Hey, are we still meeting for lunch today at 12:30? Code: 2762"
phishing,"Hello, Facebook Security Department. Your account has been reported for violating terms of service. Verify your identity within 48 hours or your account will be permanently disabled: http://facebook-verify-account.tk Thank you."
legitimate,"Hey, I'll be home in about 20 minutes. Please make sure the oven is preheated."
legitimate,"Hey, Your subscription payment was processed successfully. Thank you for your business. Reply ASAP."
legitimate,I'll be home in about 20 minutes. Please make sure the oven is preheated. Code: 5039
legitimate,"Hello, Please find attached the receipt for your recent purchase at the grocery store. Click details."
phishing,"Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Code: 2063"
phishing,"Dear, Urgent Action Required - Document Shared with You. Your manager shared an urgent invoice via OneDrive. Please log in to view the document: http://onedrive-secure-view.tk/login Thank you."
phishing,Hi! Urgent Action Required - Document Shared with You. Your manager shared an urgent invoice via OneDrive. Please log in to view the document: http://onedrive-secure-view.tk/login
phishing,"Hi! Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Code: 6729"
phishing,"Urgent: Google Security: Critical Alert. Someone just signed into your account from a new Windows device. If this was not you, please change your password: http://google-security-team.gq/login Click details."
legitimate,"Hello, Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Code: 9017"
legitimate,Urgent: Your package has been delivered to your front porch. Have a great day! Thank you.
legitimate,"Hello, The meeting has been moved to room 302 due to technical issues in the main hall. Visit now."
legitimate,Your subscription payment was processed successfully. Thank you for your business. Reply ASAP.
phishing,"Hey, Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net Visit now."
legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall. Thank you.
phishing,Chase Bank - Account Verification Required. We are updating our security systems. All customers are required to update their online banking credentials before 24 hours to prevent account lockout: http://chase-online-banking-update.net Thank you.
legitimate,Warning: Please find attached the receipt for your recent purchase at the grocery store. Thank you.
legitimate,"Hey, Hey, are we still meeting for lunch today at 12:30? Click details."
phishing,"Warning: Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Reply ASAP."
phishing,"Hello, Update Your Netflix Payment Details. We were unable to process your monthly subscription payment. To keep watching, please update your billing details: http://netflix-billing-update.top/login Visit now."
phishing,"Hello, Dear Customer, We detected an unauthorized login attempt to your PayPal account from an unrecognized device in Russia. If this was not you, please secure your account immediately by clicking the link below: http://secure-paypal-login.xyz/security"
phishing,"Hey, Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth"
phishing,"Hello, Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Code: 4810"
legitimate,"Hello, Yes, I can help you move your couch this weekend. Just let me know the time. Code: 7023"
phishing,Hi! Warning: IRS Tax Refund Notification. You are eligible for a tax refund of $432.10. Submit your claim form immediately to receive funds directly in your bank account: http://irs-refund-claims.info Code: 4485
legitimate,Hi! Thanks for the update. I'll review it and get back to you shortly. Click details.
phishing,"Coinbase Security Notification. A withdrawal of 0.45 BTC has been initiated. If you did not request this, cancel the transaction immediately: http://coinbase-transaction-cancel.com Reply ASAP."
legitimate,"Hi! Hey, are we still meeting for lunch today at 12:30? Code: 4037"
phishing,"Dear, Facebook Security Department. Your account has been reported for violating terms of service. Verify your identity within 48 hours or your account will be permanently disabled: http://facebook-verify-account.tk"
phishing,"Hello, Apple ID Security Alert. Your Apple ID has been suspended due to security reasons. To reactivate your account, please log in and verify your personal information: http://verify-appleid-support.xyz/auth Reply ASAP."
phishing,"Hello, Facebook Security Department. Your account has been reported for violating terms of service. Verify your identity within 48 hours or your account will be permanently disabled: http://facebook-verify-account.tk Visit now."
legitimate,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Code: 4406
legitimate,Hi! Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
legitimate,"Hey, are we still meeting for lunch today at 12:30? Code: 2439"
