label,text
fraud,"Warning: Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number..."
fraud,"Hi! Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Visit now."
fraud,"Hello, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Visit now."
fraud,Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Visit now.
legitimate,I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details.
legitimate,Hi! Are you free for a quick call to review the design designs? Visit now.
legitimate,Warning: I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
fraud,"Dear, Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Code: 2930"
legitimate,Urgent: Just wanted to follow up on our discussion yesterday. Let me know when you're free.
fraud,Urgent: Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Click details.
fraud,"Warning: Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes..."
fraud,"Urgent: Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Thank you."
legitimate,"Hey, Can you please send me the report by the end of the day? Thanks. Thank you."
legitimate,"Dear, Hey buddy, happy birthday! Hope you have an amazing day!"
legitimate,"Hey, Hey! Don't forget we have band practice tonight at 7. Code: 9892"
legitimate,"Hey, Please find attached the receipt for your recent purchase at the grocery store."
fraud,"Hello, Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes... Visit now."
fraud,"Warning: Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Reply ASAP."
legitimate,"Dear, Hey buddy, happy birthday! Hope you have an amazing day! Reply ASAP."
legitimate,"Dear, Yes, I can help you move your couch this weekend. Just let me know the time. Click details."
fraud,"Dear, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Code: 3668"
legitimate,"Hello, Your dentist appointment is confirmed for Tuesday at 10:00 AM. Reply ASAP."
legitimate,"Hey, Your subscription payment was processed successfully. Thank you for your business. Visit now."
legitimate,Warning: I'll be home in about 20 minutes. Please make sure the oven is preheated.
legitimate,Hi! Are you free for a quick call to review the design designs? Visit now.
fraud,Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Thank you.
fraud,"Dear, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Click details."
legitimate,Warning: Your package has been delivered to your front porch. Have a great day!
legitimate,"Hello, Hi team, here is the agenda for tomorrow's weekly sync meeting."
fraud,Hi! Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Click details.
fraud,"Dear, Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Code: 2367"
legitimate,"Hi! Hi team, here is the agenda for tomorrow's weekly sync meeting. Reply ASAP."
legitimate,Hi! Your subscription payment was processed successfully. Thank you for your business. Reply ASAP.
legitimate,"Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Thank you."
fraud,"Warning: Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Reply ASAP."
fraud,"Urgent: Dearest One, I am Mrs. Mariam Abacha, widow of the late military dictator. I have the sum of $25 Million USD that I wish to transfer to your private account for investment purposes. I will compensate you with 30% of the funds... Thank you."
legitimate,"Dear, Yes, I can help you move your couch this weekend. Just let me know the time. Code: 5511"
legitimate,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Reply ASAP."
legitimate,"Hi! Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Thank you."
fraud,"Dear, Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club"
fraud,"Hey, Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes..."
fraud,"Dear, Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000..."
fraud,Urgent: Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Visit now.
fraud,"Dear, Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes... Code: 1693"
fraud,"Urgent: Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000..."
fraud,"Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Visit now."
fraud,"Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Visit now."
fraud,"Warning: Dearest One, I am Mrs. Mariam Abacha, widow of the late military dictator. I have the sum of $25 Million USD that I wish to transfer to your private account for investment purposes. I will compensate you with 30% of the funds... Visit now."
legitimate,Warning: Hey! Don't forget we have band practice tonight at 7. Code: 1770
fraud,"Dear, Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Thank you."
fraud,"Dear, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Thank you."
legitimate,Warning: Let's reschedule the coffee chat to Friday if that works better for you. Code: 8483
legitimate,Hi! Are you free for a quick call to review the design designs? Code: 1669
fraud,"Hello, Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Reply ASAP."
fraud,"Hello, Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card..."
legitimate,Your dentist appointment is confirmed for Tuesday at 10:00 AM. Click details.
legitimate,Warning: Can you pick up some milk and eggs on your way back from work? Visit now.
fraud,Urgent: Crypto Investment Masterclass: Multiply your savings by 10x in just 7 days! Our AI-powered trading bot guarantees risk-free returns. Deposit your Bitcoin today at http://crypto-growth-guaranteed.top
legitimate,"Dear, Can you please send me the report by the end of the day? Thanks. Click details."
legitimate,Warning: Can you please send me the report by the end of the day? Thanks. Visit now.
fraud,Hi! Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Reply ASAP.
fraud,"Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Visit now."
legitimate,"Dear, Hi Mom, just calling to say I love you and check how you are doing. Click details."
legitimate,"Warning: Hey buddy, happy birthday! Hope you have an amazing day! Visit now."
legitimate,"Urgent: Hey buddy, happy birthday! Hope you have an amazing day! Click details."
fraud,"Hello, Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Visit now."
legitimate,Hi! Can you pick up some milk and eggs on your way back from work? Visit now.
fraud,"Urgent: Dearest One, I am Mrs. Mariam Abacha, widow of the late military dictator. I have the sum of $25 Million USD that I wish to transfer to your private account for investment purposes. I will compensate you with 30% of the funds... Reply ASAP."
legitimate,"Hello, Let's reschedule the coffee chat to Friday if that works better for you. Visit now."
legitimate,Warning: The meeting has been moved to room 302 due to technical issues in the main hall.
fraud,Crypto Investment Masterclass: Multiply your savings by 10x in just 7 days! Our AI-powered trading bot guarantees risk-free returns. Deposit your Bitcoin today at http://crypto-growth-guaranteed.top Reply ASAP.
fraud,"Hi! Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes... Code: 6061"
fraud,"Dear, Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes... Thank you."
legitimate,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Click details."
fraud,"Hi! Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Click details."
fraud,"Urgent: Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Reply ASAP."
fraud,"Urgent: Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Reply ASAP."
legitimate,Hi! I'll be home in about 20 minutes. Please make sure the oven is preheated. Click details.
legitimate,"Hey, Hey buddy, happy birthday! Hope you have an amazing day! Click details."
legitimate,"Hello, Hey, are we still meeting for lunch today at 12:30? Reply ASAP."
legitimate,"Hello, Yes, I can help you move your couch this weekend. Just let me know the time. Click details."
fraud,"Dear, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin..."
fraud,"Hello, Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Thank you."
fraud,"Hey, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Click details."
fraud,"Hello, Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Click details."
fraud,"Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Thank you."
fraud,"Warning: Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number..."
fraud,"Hello, Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Click details."
legitimate,Hi! Hey! Don't forget we have band practice tonight at 7. Reply ASAP.
legitimate,"Dear, Your subscription payment was processed successfully. Thank you for your business. Reply ASAP."
legitimate,"Yes, I can help you move your couch this weekend. Just let me know the time."
legitimate,Warning: Can you please send me the report by the end of the day? Thanks. Reply ASAP.
legitimate,"Dear, Are you free for a quick call to review the design designs? Code: 7060"
legitimate,Can you pick up some milk and eggs on your way back from work?
legitimate,"Warning: Hi team, here is the agenda for tomorrow's weekly sync meeting. Visit now."
fraud,"Warning: Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Click details."
fraud,"Dear, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Code: 4271"
fraud,"Urgent: Dear Friend, I am writing to you from my hospital bed. I am suffering from terminal cancer and want to donate my estate of $5.4 Million to a god-fearing charity or individual who will execute my last wishes... Visit now."
fraud,Hi! Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Code: 8156
legitimate,"Dear, Can you pick up some milk and eggs on your way back from work?"
legitimate,"Dear, Your subscription payment was processed successfully. Thank you for your business. Click details."
legitimate,"Hey, The meeting has been moved to room 302 due to technical issues in the main hall. Thank you."
legitimate,"Hey, The meeting has been moved to room 302 due to technical issues in the main hall."
legitimate,Warning: Thanks for the update. I'll review it and get back to you shortly. Thank you.
legitimate,Urgent: Are you free for a quick call to review the design designs? Thank you.
legitimate,"Dear, Just wanted to follow up on our discussion yesterday. Let me know when you're free. Visit now."
legitimate,"Hi! Hey buddy, happy birthday! Hope you have an amazing day! Reply ASAP."
fraud,"Hey, Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Code: 1476"
legitimate,"Hey, Hey, are we still meeting for lunch today at 12:30?"
fraud,Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Visit now.
fraud,"Urgent: Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Reply ASAP."
fraud,"Hello, Earn easy money renting out your bank account! We need local agents to receive transfers and forward them via Bitcoin. Keep a 10% commission. No experience needed! Contact us at http://fast-cash-agents.club Code: 5010"
fraud,"Warning: Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify..."
fraud,"Dear, Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Visit now."
legitimate,Urgent: Let's reschedule the coffee chat to Friday if that works better for you. Reply ASAP.
fraud,"Hello, Urgent Business Proposal. I am a manager at a bank in South Africa. I discovered an unclaimed deposit of $12.5M from a deceased foreign national. I need your assistance to claim these funds as the next of kin... Thank you."
fraud,"Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Code: 3018"
legitimate,Hey! Don't forget we have band practice tonight at 7. Code: 4326
legitimate,"Warning: Hi Mom, just calling to say I love you and check how you are doing. Thank you."
legitimate,Hi! Can you please send me the report by the end of the day? Thanks.
fraud,"Dear, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Visit now."
fraud,"Hello, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Thank you."
legitimate,"Hello, Are you free for a quick call to review the design designs? Thank you."
legitimate,"Hey, The meeting has been moved to room 302 due to technical issues in the main hall. Code: 7076"
fraud,"Urgent: Lottery Winning Notification! Your email address has won $1,000,000.00 USD in the Coca-Cola Mega Anniversary Promo. To process your claims, please contact our agent with your full name, country, and phone number... Click details."
legitimate,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated. Reply ASAP.
legitimate,"Hello, Are you free for a quick call to review the design designs? Reply ASAP."
legitimate,Warning: I'll be home in about 20 minutes. Please make sure the oven is preheated.
legitimate,"Hello, Hi team, here is the agenda for tomorrow's weekly sync meeting. Thank you."
fraud,"Urgent: Dearest One, I am Mrs. Mariam Abacha, widow of the late military dictator. I have the sum of $25 Million USD that I wish to transfer to your private account for investment purposes. I will compensate you with 30% of the funds... Reply ASAP."
fraud,"Hello, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Click details."
legitimate,Urgent: Your subscription payment was processed successfully. Thank you for your business.
legitimate,"Hi Mom, just calling to say I love you and check how you are doing. Reply ASAP."
fraud,"Warning: Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service..."
legitimate,Urgent: I'll be home in about 20 minutes. Please make sure the oven is preheated. Visit now.
legitimate,"Dear, Hey buddy, happy birthday! Hope you have an amazing day!"
legitimate,"Hi team, here is the agenda for tomorrow's weekly sync meeting. Visit now."
legitimate,"Warning: Hi, I noticed a typo on slide 5 of the presentation, can you fix it? Visit now."
fraud,Hi! Inherited Funds Release. The United Nations Compensation Commission has approved the release of your long overdue payment of $1.5 Million USD. Please pay the clearance fee of $150 via Western Union to get your card... Code: 5267
legitimate,Hi! I'll be home in about 20 minutes. Please make sure the oven is preheated.
fraud,"Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Reply ASAP."
legitimate,Urgent: Can you pick up some milk and eggs on your way back from work? Visit now.
legitimate,"Hi! Hi, I noticed a typo on slide 5 of the presentation, can you fix it?"
fraud,"Dear, Mystery Shopper Job Offer. We are recruiting secret shoppers in your area. You will receive a check for $2,000. Cash it, keep $400, and spend the rest purchasing iTunes gift cards to test customer service... Click details."
legitimate,Please find attached the receipt for your recent purchase at the grocery store. Reply ASAP.
legitimate,"Dear, Hey buddy, happy birthday! Hope you have an amazing day!"
fraud,"Dear, Direct Bank Wire Transfer. I am Dr. Fredrick Cole, director of the Central Bank. We have recovered your funds from corrupt officials. Please send your bank routing number, account number, and SSN to verify... Thank you."
fraud,"Urgent: Urgent Partnership Request. I have a lucrative gold trading opportunity in Ghana. We need a foreign partner to provide a shipping clearance fee of $3,500. We will share the profits 50/50, yielding over $200,000... Thank you."
